filename	title	document_type	classification	security_level	date	origin_agency	sender	recipient	summary
104-10110-10242	Manuel F. ARTIME Buesa #210 838 - Audio Surveillance Operation	Memorandum	Operations	SECRET	1963-07-18	SAS	Ramon R. Hart	Chief, Support Branch	This memo discusses the planned audio surveillance of Manuel F. ARTIME Buesa and Rafael Aurelio QUINTERO Ibarbia at a safehouse in Bethesda, Maryland. It details the installation of microphones and a telephone tap, the cover story for the installation, and logistical considerations for servicing the equipment.
104-10110-10243	Manuel F. ARTIME Buesa Audio Surveillance	Memorandum	Operations	SECRET	1963-07-18	CIA	Mr. Ramon R. Hart	Chief, Support Branch	Memorandum regarding audio surveillance of Manuel F. ARTIME Buesa at a safehouse in Bethesda, Maryland. The memo details the plan to install microphones and a telephone tap in the house to monitor conversations between ARTIME and Rafael Aurelio QUINTERO Ibarbia. It also discusses the cover story to be used during the installation and the servicing of the recording equipment.
104-10110-10245	Manuel F. ARTIME Buesa	Memorandum	Cuba	SECRET	1963-07-01	CIA	Mr. Ramon R. Hart	Chief, Support Branch	This memorandum details a covert operation to conduct audio surveillance on Manuel F. ARTIME Buesa, a leader of the Cuban Exile Group, during his visit to Washington, D.C. The operation involves installing microphones in a safehouse where Artime will be billeted and monitored. The memo outlines the logistical challenges, equipment procurement, and coordination with various CIA departments to ensure the surveillance is technically feasible and discreet.
104-10110-10328	NOTIFICATION OF ESTABLISHMENT OF MILITARY COVER BACKSTOP	Memo	Administrative	SECRET	1962-08-07	Chief Operating Component	Chief Operating Component	Chief Records and Services Division	Notification of Establishment of Military Cover Backstop for (INCE: TORING), File No. 5190, 10 Card No. B165617, effective 7 August 1962. Establishes military cover backstop at U.S. Army Element, Joint Operations Group (8739)32. Includes instructions for blocking records, submitting forms for changes or transfers, and ensuring Army W-2 issuance.
104-10110-10340	NOTIFICATION OF ESTABLISHMENT OF MILITARY COVER BACKSTOP	Notification	Administrative	SECRET	1962-08	U.S. Army		Chief, Records and Services Division	Notification of establishment of military cover backstop for U.S. Army Joint Operations Group (8739) in August 1962, outlining procedures for record management, W-2 issuance, and cover changes.
104-10110-10433	Live address established for Gladys G. DANBRUNT at Cheverly, Maryland	Report	Cuba	UNCLASSIFIED	1961-05-23	CIA		CIA	Report detailing the establishment of a live address for Gladys G. DANBRUNT at 5611 Jason Street, Cheverly, Maryland. The householder and family members were briefed to accept communications for Mrs. DANBRUNT and to handle inquiries in a specific manner. The report also mentions a Western Union telegram sent to Eustace DANBRUNT in Cuba and efforts to notify the local Post Offices.
104-10110-10568	Hargrave Secret Service Cover Potential	Memo	Liaison	SECRET	1963-12-23	Contact Division, Support Branch	Chief, Contact Division, Support Branch	Chief, Chicago Field Office	This memo discusses the potential of Hargrave Secret Service as a cover. It includes information from Chicago Field Office files, local FBI contacts, and Richard Cain of the Cook County Sheriff's Office. The memo suggests Cover may want to reconsider using Hargrave due to concerns about discretion and business practices.
104-10111-10044	OPERATIONS FAMILIARIZATION COURSE #24 SEMINAR ROOM ROSTER	Seminar Room Roster	Personnel	SECRET	1964-09-09		COS/150	ODTR	Roster of participants in Operations Familiarization Course #24, listing names and badge numbers for Seminar Rooms D and F.
104-10111-10045	Operations Familiarization Course #24 Roster	Roster	Personnel	SECRET	2025		Unknown	Staff	This document is a roster for Operations Familiarization Course #24, listing student names, grades, ages, components, and experience.
104-10111-10079	Mrs. Christ Information Briefing	Memo	Cuba	Background Use Only	1961-08-14	CIA	N/A	N/A	This memo details information shared with Mrs. Christ regarding her husband's arrest in Cuba, his role in audio surveillance, and efforts for his release. It outlines what she knows about the situation, including her husband's clandestine work, the involvement of other individuals, and the risks associated with disclosing information to the Cuban government. It also specifies what information should not be discussed with her.
104-10111-10086	NOTIFICATION OF ESTABLISHMENT OF MILITARY COVER BACKSTOP	Memo	Administrative	SECRET	1964-01-09	Records and Services Division	Chief, Operating Component: ORD, DD/SET	Chief, Records and Services Division	Notification of establishment of military cover backstop for David P. Christ, effective EOD (End of Day). Includes instructions for updating records and W-2 forms.
104-10111-10094	Personnel File Excerpt	Report	Personnel	SECRET	1961	CIA		Security	This document discusses an individual's employment history with the CIA, including assignments in Panama, Washington D.C., Havana, and Guatemala. It also mentions security concerns related to alleged affairs in Cuba and a relationship with an individual wanted by the FBI.
104-10111-10104	Personnel List 2025 RELEASE UNDER THE PRESIDENT JOHN F. KENNEDY ASSASSINATION RECORDS ACT OF 1992	List	Personnel	Unclassified	2025	CIA	N/A	N/A	This document appears to be a list of names and dates, possibly related to personnel records.
104-10112-10148	Reassignment of Lucien Conein to Caracas, Venezuela	Memorandum	Personnel	SECRET	1965-03-04	CIA	Desmond FitzGerald, Chief, Western Hemisphere Division	Chief, Personnel Security Division	Request for clearance for Lucien Conein's reassignment to Caracas, Venezuela under AID cover.
104-10112-10186	NOTIFICATION OF ESTABLISHMENT OF MILITARY COVER BACKSTOP	Notification	Personnel	SECRET	1963-10-02	Records and Services Division	CHIEF, MILITARY COVER	CHIEF, RECORDS AND SERVICES DIVISION	Notification of the establishment of a military cover backstop for Hose L. BOTEL, ID CARD NO. 3676, effective October 2, 1963. The document outlines procedures for maintaining and updating the cover, including submitting forms for changes and transfers of responsibility. It also provides a cover history.
104-10112-10204	NOTIFICATION OF ESTABLISHMENT OF MILITARY COVER BACKSTOP	Memo	Administrative	SECRET	1963-05-14	Records and Services Division	Unknown	Chief, Records and Services Division	Notification of Establishment of Military Cover Backstop for US. Army Element, Joint Operations Group, effective DOD. Instructions include submitting forms for changes, ascertaining Army W-2 issuance, and transferring cover responsibility.
104-10112-10450	CROZIER, R. L.	Memorandum	Security	SECRET	1959-12-24	Office of Security	A/Chief, SB/2	Chief, IB/3	Memorandum regarding the Office of Security's decision not to grant a request for R. L. Crozier's utilization in a staff capacity due to security and cover considerations related to his assignment in Mexico as a Career Agent.
104-10113-10030	Lucien E. Conein Travel and Personnel Records	Transmittal Slip, Overseas Processing Sheet, Travel Order, Request for Personnel Action	Administrative	SECRET	1954-05-25	CIA	Vince	Mr Swendiman	This document contains a transmittal slip, overseas processing sheets, travel orders, and a request for personnel action related to Lucien E. Conein. The documents detail his travel plans to Saigon, Athens, and Frankfurt, security clearances, and reassignment within the agency.
104-10113-10181	Request for Personal History Statements for Security Checks	Memo	Security	UNCLASSIFIED	1947-08-05		Chief, Security Branch, OS		This memo from the Chief of the Security Branch requests Personal History Statements for QUINE, HESY and BIMIOTY for security checks.
104-10113-10249	Submittal of (Blasemura) Ordinary Passport in Alias for Use by AEAL-1 - AB Case No. 6937	Memorandum	Operations	UNCLASSIFIED	1963-04-12	AD/AB	Patrick J. Pales, DD/23	Unknown	This memorandum discusses the transmittal of an alias passport for AEAL-1 (AB Case No. 6937) and provides instructions for its use, visa application, and validation, including coordination with various offices and individuals.
104-10114-10042	Operational Clearance for Agent in Costa Rica	Memorandum	Security	SECRET	1954-10-15	Special Security Division	Chief, Special Security Division	Chief, Special Security Division	Memorandum from the Chief of Special Security Division regarding an Operational Clearance for an agent in Costa Rica, referencing a request from July 21, 1954. Includes attached information and requests notification of the decision. Notes that no field investigation was conducted due to the subject residing outside the US since at least 1945.
104-10114-10152	Report on Court Wood's activities and plans to travel to Cuba	Memo	Cuba	UNCLASSIFIED	1961-03-18	WH/4/Security	Trial Stratton	Mr. Jack Kennedy	Trial Stratton reports on conversations with Court Wood, who is planning to travel to Cuba and is involved with the '26th of July Movement.' Wood is described as an extreme leftist with communist sympathies.
104-10114-10160	Report on Court Wood's Pro-Castro Activities	Memo	Cuba	UNCLASSIFIED	1961-05-08	WH/L/Security	Michael Stratton	Mr. Jack Kennedy	Michael Stratton writes to Mr. Jack Kennedy regarding Court Wood's involvement in the Fair Play for Cuba Committee and seeks guidance on his relationship with Court and his father.
104-10114-10161	FAIR PLAY FOR CUBA COMMITTEE	Memo	Cuba	UNCLASSIFIED	1961-02-01	WH/4/Registry	Michael Stratton	C/EAB/OS	Michael Stratton reports on his contact with Court Wood, a student with pro-Castro sentiments who visited Cuba under the sponsorship of the FAIR PLAY FOR CUBA COMMITTEE. Stratton was advised to continue the relationship and keep the office informed.
104-10114-10162	COURT FOSTER WOOD INTERNAL SECURITY - CUBA	Memorandum and Report	Security	SECRET	1961-10-07	Central Intelligence Agency	R. L. Bannerman, Acting Director of Security	Federal Bureau of Investigation	This document discusses Court Foster Wood and his association with Michael Weimer Stratton. It details Stratton's knowledge of Wood's activities, including his interest in Cuba and association with individuals considered 'beatnik types.' The memo requests the FBI to provide any additional information concerning Court Foster Wood and his association with Michael Weimer Stratton.
104-10114-10163	Approvals Memo di 7/6/61 concerning Michael Stratton	Memo	Cuba	UNCLASSIFIED	1961-07-06			CPI/FPCC	Memos concerning Michael Stratton and the Fair Play for Cuba Committee. Information is derived from photographs and ABL. Duplicated information in memos of 3/8/61, 3/18/61, and 10/17/61.
104-10115-10074	BATISTA, Laureano	Memorandum	Cuba	SECRET	1967-12-13	CIA	Secretary for Military Affairs, Executive Committee, Movimiento Democrats Cristiano	Major General Bela K. KIRALY	This memo discusses Laureano Batista's alleged connection to Rudolph Richard Davis, including providing men for a lumber business and his prior CIA operational approval as a PP agent in Havana, Cuba. It also mentions Batista's role in the Movimiento Democratica Cristiano (MDC) and their offer to assist the Hungarian Freedom Fighters Federation.
104-10116-10261	December 1967 RAMPARTS Article Entitled "The CIA's Brown and Root Dimensions!"	Memorandum	Security	SECRET	1967-12-20	CIA	Unknown	Chief, LEOR/SRE	This memorandum discusses various individuals and organizations with connections to the CIA, including Brown and Root, the Brown Foundation, the Vernon Fund, American Friends of the Middle East, the San Jacinto Fund, the M. D. Anderson Foundation, and the Marshall Foundation. It also details security clearances and approvals for individuals associated with these entities, as well as concerns about potential exposure of Agency operations.
104-10117-10075	Supplemental Personal History Statement for Daniel Flores	Supplemental Personal History Statement	Personnel	UNCLASSIFIED	1967-03-29	Headquarters	Daniel Flores	Headquarters	This document is a Supplemental Personal History Statement for Daniel Flores, providing details about his personal history, family, residences, and personal declarations.
104-10117-10076	PERSONAL HISTORY STATEMENT - (Appendix I)	Personal History Statement	Personnel	UNCLASSIFIED	1961-09-06		OPSERTOB		This document is a Personal History Statement, containing information about Daniel Flores's personal and professional background. It includes details about his education, language abilities, geographic knowledge, employment history, and military service.
104-10117-10203	December 1967 RAMPARTS Article Entitled "The CIA's Brown and Root Dimensions!"	Memorandum	Security	SECRET	1967-12-20	CIA	Sarah K. Hall	Chief, LEOD/SRE	This memorandum discusses the CIA's relationship with various organizations and individuals, including Brown and Root, Inc., the Brown Foundation, the Vernon Fund, and others, in light of a December 1967 RAMPARTS article entitled 'The CIA's Brown and Root Dimensions!' It details covert security approvals, funding mechanisms, and concerns about exposure of Agency operations.
104-10117-10296	Gregory, Peter Paul	Memo	Administrative	Unclear	1965-09-16	FBI	Headquarters	Special Agent in Charge, DFO	This document pertains to an investigation of Gregory, Peter Paul. It outlines instructions for conducting NAC's (National Agency Checks) and field investigations, and includes information on distribution and attachments such as bio data and control cards.
