tags	filename
Freedom of Information Act	104-10433-10209
French	124-10325-10318
French Communist Party	104-10074-10007
French advisors	104-10179-10088
Frente Anti-Communista Cristiano	104-10231-10418
Frente Anti-Comunista de Liberacion (FAL)	176-10036-10052
Frente Interno de Unidad Revolucionaria	124-10213-10483
Frente Revolucionario Democratico	104-10308-10044
Frente Revolucionario Democratico	124-90110-10083
Frente Revolucionario Democratico (FRD)	124-10332-10018
Friberg	104-10004-10156
Friendship	104-10216-10238
Frits SNSCI	104-10171-10138
Front Organizations	104-10338-10018
Fugitive	104-10178-10136
Fulbright	104-10014-10064
Fulbright	104-10406-10136
Fund Transfer Control	198-10007-10021
Fund Transfers	198-10007-10013
Funding	104-10100-10396
Funding	104-10117-10203
Funding	104-10170-10051
Funding	104-10187-10014
Funding	104-10234-10101
Funding	104-10529-10184
Funding Mechanism	104-10104-10172
Funding Mechanisms	104-10116-10261
Funding of Subversion	198-10009-10099
G-2	104-10070-10079
G-2	104-10169-10017
G-2	104-10171-10047
G-2	104-10179-10121
G-2	104-10193-10016
G-2	104-10308-10189
G-2	124-90037-10081
G-2	124-90139-10002
G-2 Penetration	104-10171-10003
G-2 agents	104-10171-10020
G. Robert Blakey	104-10066-10010
G.L.	104-10101-10109
G2	104-10169-10265
GABINO FERNANDEZ	104-10180-10042
GALT	104-10178-10130
GAMBLING	124-10212-10160
GAN Trainees	104-10186-10410
GARCERAN	104-10232-10018
GARCIA	104-10075-10042
GARCIA	104-10077-10112
GARCIA ROSELL	104-10076-10153
GARRISON	104-10115-10074
GEDER DSE	104-10077-10356
GELABERT Martinez	104-10180-10042
GENAO	104-10183-10331
GERENDE	104-10101-10198
GERMANY	104-10234-10124
GERRITY	104-10229-10002
GHA JEAN III	104-10172-10059
GIBSON	124-10180-10295
GILBERTO LIWAY RODRIGUES	104-10077-10369
GIQUEL	104-10169-10265
GNVA	104-10183-10240
GNYA	104-10183-10240
GOBERNACION	104-10179-10143
GOC	104-10169-10271
GOICOCHEA	104-10075-10042
GOLD	104-10172-10279
GONZALEZ Ort	104-10234-10105
GONZALEZ, CARLOS HILARIO	124-10284-10172
GPIDEAL	104-10170-10051
GRACE HOLMES	104-10101-10124
GRACE HOLMES	104-10290-10055
GRAFEND	104-10068-10164
GRASSBAY	104-10516-10338
GREEN LIST	104-10172-10105
GRIBANOV	104-10210-10020
GRICA	104-10100-10319
GROWERY	104-10183-10037
GRU	104-10412-10005
GRU	104-10413-10306
GRU	124-10325-10318
GRU Agent SHUBIN	104-10210-10020
GRUPO FRANCES	104-10183-10331
GS Ratings	104-10121-10239
GS-13	104-10119-10339
GTDANCER	104-10326-10078
GUATEMALA	104-10101-10124
GUATEMALA	104-10180-10042
GUK	104-10210-10020
GVN Forces	176-10036-10073
GVN agents	176-10036-10138
GVN-DRV rapprochement	176-10036-10137
GYLOSE	104-10298-10184
GYROSE	104-10069-10185
GYROSE	104-10170-10037
GYROSE	104-10171-10003
GYROSE	104-10228-10045
GYROSE	104-10512-10101
GYROSE	104-10519-10182
GYROSE/PW	104-10171-10033
Galecano	104-10227-10046
Ganda	104-10527-10424
Garcia	124-90138-10007
Garrison Investigation	104-10170-10146
Garrison investigation	104-10170-10145
Gary Leos	104-10072-10212
Gatillo	104-10179-10209
Gavin Young	124-90137-10284
Geddes	104-10169-10269
Gene Gregory	176-10036-10104
General Anastasio Somoza	124-90124-10055
General Cargo	104-10512-10110
General Hardin	104-10107-10087
General Harkins	176-10036-10095
General Jani	104-10216-10046
General Lansdale	202-10001-10203
General Nghiem	176-10037-10493
General Staff	104-10185-10117
Geneva	104-10107-10135
Geneva	104-10183-10239
Geneva	104-10517-10120
Geneva Accords	176-10036-10115
Geneva Accords	176-10036-10117
Geneva Conference	176-10036-10073
Genoa	104-10100-10251
George BLAKE	104-10210-10020
George Carey	104-10107-10087
George De Mohrenschildt	104-10166-10262
George Hopping	104-10172-10177
George J. Tenet	104-10332-10023
George Joannides	104-10304-10000
George PERIS	104-10176-10020
George PERISTEROPOULOS	104-10176-10015
George Steers	104-10516-10338
George Wackenhut	104-10130-10472
George de Mohrenschildt	104-10164-10088
George de Mohrenschildt	104-10217-10000
Georges Papanton MITCHELL	104-10219-10282
Georgiy Stepanovich VISKO	104-10173-10104
German Arcienegas	104-10179-10182
German Camado-Blanco	104-10234-10007
German Lence	104-10074-10413
German Security	104-10172-10243
German Services	104-10172-10243
German authorities	124-90137-10488
Germany	104-10169-10139
Germany	104-10172-10248
Germany	124-90037-10081
Germany	124-90137-10355
Gestapo	104-10005-10321
Ghana	104-10101-10239
Giancana, Sam	157-10002-10106
Gianfranco Corsini	104-10003-10041
Gibson	104-10217-10228
Gilbert Pontecorvo	104-10106-10716
Giulio Mondello	104-10100-10087
Giulio Mondello	104-10528-10053
Gladys G. DANBRUNT	104-10110-10433
Glenn Fields	104-10122-10307
Glenn J. Fransworth	104-10231-10418
Gloria Cabrera	104-10216-10398
Gobernacion	104-10097-10170
Gold Smuggling	104-10172-10001
Goleniewski	124-10325-10318
Golf	104-10123-10421
Golitzyn	124-10325-10318
Gonzalez Kirmance Asuit	104-10072-10212
Goodwin	104-10232-10018
Gordon Barton	104-10177-10220
Gordon C. Jung	104-10231-10418
Gordon Campbell	104-10231-10418
Gordon Novel	104-10106-10716
Gore/Chernomyrdin Meetings	104-10326-10092
Gottlieb	157-10014-10109
Goulart	177-10001-10064
Government	104-10216-10073
Government	104-10235-10018
Government Change	176-10036-10117
Government Subsidies	104-10172-10041
Government in Cuba	104-10236-10056
Government of Vietnam	176-10036-10085
Government-in-exile	104-10232-10004
Governmental Structure	104-10186-10308
Grain Production	177-10002-10098
Grand Jury	104-10104-10094
Granma	104-10433-10212
Granma Landing	104-10308-10269
Grayston Lynch	104-10174-10072
Greece	104-10074-10007
Greece	104-10164-10088
Greece	177-10002-10101
Greek Maritime Organization	124-90137-10067
Greek Maritime Organization	124-90137-10230
Green List	104-10162-10120
Green List	104-10162-10121
Green List	104-10241-10249
Green List Number	104-10072-10212
Gregory, Peter Paul	104-10117-10296
Gregson Bautzer	157-10004-10270
Gri-State Engineering Service	104-10178-10046
Guanabara	104-10100-10396
Guanabo	104-10308-10062
Guantanamo	104-10179-10182
Guantanamo	104-10275-10176
Guantanamo	178-10004-10054
Guantanamo	202-10002-10124
Guantanamo Naval Base	104-10171-10047
Guantanamo Naval Base	124-10279-10258
Guaranty Trust Company	104-10170-10112
Guard	104-10177-10224
Guatemala	104-10048-10252
Guatemala	104-10061-10053
Guatemala	104-10111-10094
Guatemala	104-10183-10260
Guatemala	104-10187-10103
Guatemala	104-10187-10149
Guatemala	104-10192-10110
Guatemala	104-10218-10083
Guatemala	104-10218-10097
Guatemala	104-10227-10046
Guatemala	104-10227-10271
Guatemala	104-10248-10203
Guatemala	104-10338-10018
Guatemala	124-90124-10055
Guatemala City	124-90124-10055
Guatemalan Embassy	104-10105-10293
Guatemalan Exile Activities	104-10072-10001
Guerilla Warfare	104-10165-10004
Guerrilla	104-10171-10034
Guerrilla	104-10308-10086
Guerrilla Control	198-10007-10021
Guerrilla Movement	119-10021-10413
Guerrilla Teams	104-10172-10147
Guerrilla Warfare	104-10180-10062
Guerrilla Warfare	104-10183-10276
Guerrilla Warfare	104-10187-10071
Guerrilla Warfare	104-10187-10109
Guerrilla Warfare	104-10338-10018
Guerrilla Warfare	177-10001-10305
Guerrilla Warfare	198-10009-10099
Guerrilla activities	104-10170-10125
Guerrilla training	177-10002-10012
Guerrilla training	198-10007-10022
Guerrilla warfare training	104-10183-10259
Guerrillas	198-10007-10013
Guerrillas	198-10008-10119
Guerrilleros	104-10183-10261
Guevara	104-10093-10109
Guevara	104-10179-10088
Guevara	124-10279-10258
Guillermo ARASTAGUIA	104-10185-10128
Guillermo Rojas	104-10308-10044
Gusanos	104-10179-10134
Gustavo Abasolo	104-10290-10309
Gustavo Arcos y Banatics	104-10247-10064
Gustavo Gonzalez	104-10216-10398
H.A.F. Hohler	176-10037-10453
H.I.6	104-10074-10007
HABANA	104-10169-10265
HAFELE ODXOKE	104-10290-10199
HAGU	104-10170-10036
HAGU	104-10170-10037
HALPERIN	104-10172-10111
HALPERIN	104-10172-10112
HANDWRITTEN	104-10079-10391
HANUEL SALVAT-COQUE	104-10170-10096
HARRY V. WITHERBY	104-10512-10101
HARTA	104-10516-10103
HAVA	104-10219-10418
HAVA-6437	104-10171-10003
HAVANA	104-10093-10065
HAVANA	104-10100-10199
HAVANA	104-10308-10053
HAVANA	104-10512-10101
HAVANA	104-10516-10103
HAVASTA	104-10179-10022
HB 20-661-1	104-10161-10001
HB 20-800-2	104-10161-10001
HBEPITOME	104-10092-10267
HBFINCH	104-10178-10071
HBR 2529	176-10037-10440
HDC	104-10220-10293
HDOS	104-10100-10319
HEFAIRY	104-10183-10233
HEINRICH	124-10158-10061
HELSINKI TRIP	104-10004-10143 (C06932208)
HEMBASSY	104-10097-10360
HENRYK IGNACY JANIKOWSKI	124-90137-10357
HERPITONE	104-10101-10135
HERRERA Aro	104-10234-10105
HGS	124-10114-10010
HIDALK/2	104-10077-10382
HKI Embassy	104-10180-10178
HMM 12212	104-10101-10247
HMNW 9598	104-10219-10418
HMYA	104-10062-10227
HONONONO	104-10516-10239
HONT	104-10170-10096
HORTA Larrinaga	104-10180-10042
HOS	104-10098-10380
HOS	104-10229-10002
HOWARD ANDERSON	104-10101-10109
HOWARD ANDERSON	104-10290-10038
HQS Traces	104-10216-10202
HRE MISS	104-10077-10076
HSCA	104-10012-10035
HSCA	104-10304-10000
HSCA	104-10337-10014
HSCA	104-10413-10306
HSCA	180-10110-10100
HSCA ADMINISTRATIVE FOLDER	124-10369-10022
HTBASTE	104-10093-10010
HUAC	104-10132-10092
HUMARK COMPACT	104-10100-10199
HUMINT	104-10301-10008
HUNTING TOWERS	104-10185-10252
HUYNH VAN LANG	176-10036-10142
HYDROL	104-10175-10085
Habana	104-10075-10099
Habana	104-10076-10442
Habana	104-10171-10018
Habana	104-10180-10200
Habana	104-10186-10235
Habana	104-10215-10003
Habana	104-10512-10110
Habana Station	104-10180-10155
Hada Rosete	104-10236-10075
Haiti	104-10061-10053
Haiti	104-10106-10325
Haiti	104-10164-10088
Haiti	104-10166-10262
Haiti	104-10167-10190
Haiti	104-10186-10088
Haiti	104-10186-10308
Haiti	104-10217-10000
Haiti	104-10338-10018
Haitian	104-10236-10054
Haitian Tourist Bureau	104-10166-10262
Haitian invasion	104-10104-10094
Halifax	104-10186-10235
Handling	104-10129-10034
Hank Manfredi	104-10185-10009
Harassment	104-10306-10010
Hardway	180-10143-10100
Hargrave Secret Service	104-10110-10568
Harkins	176-10036-10173
Harold F. Swenson	104-10131-10014
Harold F. Swenson	104-10131-10016
Harold Francis SAFLEY	104-10131-10016
Harold Isaacs	104-10173-10134
Harry Rositzke	124-90092-10016
Hart Report	104-10332-10009
Harvey Lowmyer	104-10071-10139
Harvey Lowmyer	104-10072-10034
Harvey Lowmyer	104-10178-10136
Haspell	104-10072-10212
Havana	104-10066-10076
Havana	104-10069-10112
Havana	104-10076-10229
Havana	104-10077-10153
Havana	104-10095-10276
Havana	104-10097-10077
Havana	104-10100-10223
Havana	104-10100-10239
Havana	104-10103-10112
Havana	104-10170-10121
Havana	104-10171-10033
Havana	104-10171-10034
Havana	104-10173-10097
Havana	104-10180-10215
Havana	104-10183-10436
Havana	104-10216-10148
Havana	104-10216-10338
Havana	104-10226-10011
Havana	104-10234-10096
Havana	104-10247-10037
Havana	104-10529-10329
Havana	124-90138-10073
Havana	124-90140-10005
Havana Fire Department	104-10160-10207
Havana Power Plant	104-10275-10176
Havana, Cuba	104-10115-10074
Headquarters	104-10169-10139
Hector Jordi Chambonyer	104-10183-10259
Hector Rafael Lapa Vazquez	104-10092-10340
Heiberg	104-10014-10064
Heinz Theodor WEINER	104-10073-10113
Helene I. DAHLERUP	104-10049-10375
Helium	178-10003-10001
Helms	157-10014-10109
Helsinki	104-10004-10143
Helsinki	104-10004-10156
Helsinki	104-10169-10139
Helsinki	104-10172-10201
Hemisphere Relations	177-10002-10070
Henri Georges Doll	104-10106-10716
Henry Cabot Lodge	176-10036-10138
Henry Cabot Lodge Jr.	176-10036-10116
Henry Lopez	104-10174-10030
Henry P. Lopes	104-10174-10058
Henry P. Lopez	104-10119-10220
Henry P. Lopez	104-10174-10037
Henry Pleasants	104-10105-10277
Herbert Itkin	104-10106-10325
Herbert Itkin	104-10107-10087
Herbert Itkin	104-10107-10089
Herbert Itkin	104-10107-10135
Herbert Itkin	104-10107-10137
Herbert Itkin	104-10119-10040
Herbert Levy	124-90139-10070
Herbert Levy	124-90139-10071
Herbert Matthews	104-10174-10037
Herbert Yamada	104-10290-10210
Heriberto SARDINAS Campo	104-10172-10147
Herman Horton	104-10122-10307
Hero Station	104-10179-10022
Heroic Action	104-10124-10037
Herrrutibeascon	104-10171-10021
Hess	104-10005-10321
Hessian Cloth	124-90139-10070
Hessian Cloth	124-90139-10071
Hialeah	104-10510-10141
High Explosives	104-10179-10182
High Explosives	104-10275-10176
High Frequency Data Modems	104-10107-10180
High General Staff	124-10115-10027
High Speed Boat	104-10172-10177
Higinio Diaz	104-10231-10418
Hilton Lynn	104-10529-10182
Hipolito LAZARO	104-10171-10003
Hiring Channel	104-10527-10212
Hiring Channels	104-10100-10034
Historical Review Group	104-10337-10001
Historical Review Program	104-10337-10014
Holden	104-10217-10228
Holland	104-10308-10189
Hollywood	104-10326-10101
Holman Corporation	104-10104-10094
Home Leave	104-10130-10343
Home Purchase	104-10183-10333
Honduras	104-10070-10272
Honduras	104-10165-10084
Honduras	104-10183-10267
Honduras	104-10187-10208
Honduras	104-10338-10018
Honduras	178-10003-10001
Hong Kong	104-10123-10223
Honor Awards Board	104-10124-10037
Honor and Merit Award	104-10123-10407
Hopkins	104-10072-10212
Hortensia Orizondo Meneses	104-10234-10102
Hose L. BOTEL	104-10112-10186
Hotel Hamaca	104-10049-10375
Hotel Hamaca	104-10265-10141
Hotel Nacional	104-10290-10273
Hotels Internacional	104-10100-10319
Houma Munitions Bunker	104-10106-10716
House Committee on Government Operations	104-10337-10001
House Purchase	104-10225-10035
House Select Committee on Assassinations	104-10066-10010
House Select Committee on Assassinations	104-10165-10077
House Select Committee on Assassinations	104-10172-10111
House Select Committee on Assassinations	104-10266-10138
House Select Committee on Assassinations	104-10332-10023
House Select Committee on Assassinations	104-10408-10078
House of Representatives Select Committee on Assassinations	104-10147-10304
Housing	104-10301-10010
Housing Allowance	104-10194-10024
Housing Construction	104-10177-10219
Howard Hughes	104-10122-10344
Howard Hughes	157-10011-10048
Howard Hunt	104-10103-10038
Huang Tien-Mai	176-10037-10454
Hudson Institute	104-10262-10385
Hue Incident	176-10036-10099
Hugh C. MCDONALD	104-10124-10149
Human Intelligence	104-10213-10209
Humberto Nunez	104-10231-10418
Hungarian Freedom Fighters Federation	104-10115-10074
Hungarian refugees	104-10171-10138
Hungary	124-10311-10292
Hurricane Flora	104-10100-10192
Hurwitch	104-10227-10046
Hurwitz	104-10232-10018
Hydroelectric Plant	104-10177-10219
I&NS	104-10122-10147
I-94	104-10162-10108
I. Irving Davidson	104-10216-10075
I.R.R.C.	104-10171-10138
IBC Tactics	104-10101-10134
IBIZA	104-10182-10073
ICAP	104-10308-10163
ICBM	177-10002-10103
ICCCA	198-10008-10119
ICCCA	198-10009-10098
ICCCA	202-10002-10124
IDEN A	104-10104-10172
IDEN A	104-10121-10174
IDEN A	104-10170-10036
IDEN A	104-10174-10043
IDEN A	104-10174-10072
IDEN B	104-10170-10036
IDEN B	104-10216-10002
IDEN B	104-10528-10052
IDEN C	104-10183-10022
IDSA A	104-10100-10152
IDYLODYOKE	104-10220-10294
IDZN A	104-10528-10052
IF EMIGRE CHANNELS	104-10527-10277
II Front	124-90135-10074
IIS	104-10192-10110
IMC	104-10171-10138
IN 27353	104-10228-10076
IN 28181	104-10228-10076
IN26114	104-10519-10182
INCA	104-10069-10260
INDIO AZUL	104-10219-10418
INFO	124-10212-10160
INFT	124-10212-10160
ING	104-10180-10176
INROUP-6	104-10068-10164
INS	104-10162-10108
INS	104-10250-10199
INS card	104-10185-10243
INSTR	124-10212-10337
INSTR	124-10221-10231
INTEL ACT	124-10284-10171
INTEL CHIEF	104-10187-10110
INTERARMCO	104-10170-10145
INTERNAL RESISTANCE	124-10291-10236
INTERNAL SECURITY	124-90137-10355
INTV	124-10284-10171
IOS	104-10179-10195
IRAQ	104-10100-10239
IS-Cuba	124-10326-10149
IS-Cuba	124-10326-10191
IS-X	124-10311-10292
ISAAT SIEU	104-10290-10046
ISOLATION	104-10215-10139
ISOTROPIC	104-10215-10139
ITALIA	104-10220-10294
IUS Delegate	104-10187-10208
IVAN DMITRIYEVICH	104-10177-10224
IWF 74317	104-10076-10058
IZGROUP	104-10068-10164
Iden A	104-10171-10003
Identi-kit	104-10124-10149
Identification	104-10186-10382
Identification	104-10517-10121
Identification	104-10529-10196
Identikit	104-10178-10124
Identities	104-10101-10135
Identity	104-10167-10190
Identity	104-10170-10121
Identity Card	104-10260-10400
Identity Documents	104-10185-10315
Identity Sheet	104-10120-10276
Idlewild International Airport	124-90137-10467
Ignacio	104-10179-10022
Ignacio Lidon	104-10179-10104
Ignacy SACHS	104-10102-10233
Ignacy SACHS	104-10103-10103
Ignarra Matarran	104-10308-10269
Illegal travel	104-10114-10152
Illicit Armament Traffic	104-10177-10225
Immigrant Visa	104-10172-10278
Immigration	104-10167-10083
Immigration	104-10219-10282
Immigration Laws	104-10186-10235
Immigration Program	104-10177-10219
Immigration and Naturalization Service	104-10250-10199
Improved Sight	104-10216-10159
Independent Contractor	104-10291-10003
Independent Contractors	104-10439-10113
Index	104-10171-10044
Index Cand	104-10247-10064
Index Request	104-10006-10247
Indexing	104-10098-10264
Indexing	104-10337-10014
India	104-10071-10122
India	124-90139-10070
India	124-90139-10071
Indian political action	104-10174-10036
Indians	178-10003-10001
Individuals	104-10062-10227
Individuals of Interest	104-10408-10329
Indonesia	177-10002-10097
Indonesia	177-10002-10098
Indonesia	177-10002-10101
Indonesia	177-10002-10102
Indonesia-Philippines	177-10002-10101
Inductive Tap	104-10183-10233
Industrial Engineer	104-10093-10109
Industrial Slowdowns	104-10169-10017
Infiltration	104-10102-10237
Infiltration	104-10103-10112
Infiltration	104-10172-10062
Infiltration	104-10216-10148
Infiltration	104-10216-10273
Infiltration	104-10234-10101
Infiltration	104-10306-10010
Infiltration	124-10291-10236
Infiltration	176-10036-10087
Infiltration Candidates	104-10172-10147
Infiltration Operation	104-10069-10185
Infiltration Operation	104-10170-10146
Influence	104-10174-10037
Informant	104-10048-10252
Informant	104-10119-10040
Informant	104-10188-10454
Informant	104-10308-10163
Informant	124-10326-10100
Informant	124-90137-10067
Informant	124-90137-10230
Informant	124-90140-10004
Informants	124-10212-10160
Informants	124-10221-10231
Informants	124-10332-10047
Informants	124-90110-10070
Informants	124-90130-10005
Information	104-10222-10001
Information Council of the Americas	104-10069-10260
Information Exchange	104-10172-10243
Information Management	104-10337-10014
Information Release	104-10337-10014
Information Requests	104-10051-10170
Information Sharing	157-10004-10144
Information Telegram	176-10036-10117
Inspection Trip	104-10186-10264
Instituto de Investigaciones Sociales y Economicos	104-10218-10035
Instituto de Investigaciones Sociales y Económicas	104-10175-10152
Insurance	104-10075-10365
Insurgency	104-10302-10020
Insurrection	104-10171-10047
Intel	104-10413-10053
Intelligence	104-10048-10124
Intelligence	104-10048-10252
